creative_id,campaign_key,adset_key,format,asset_path,primary_text,headline,destination_url,approval_status,qa_issue,account_id_alias,objective,placement,asset_hash,variant_group,hook,language,country,utm_source,utm_medium,utm_campaign,utm_content,utm_term,post_id,post_id_type,source_system,source_row_id,reviewer,approved_at
cr_062,camp_sale,as_sale_us,video,fixtures/fake_agency_creatives/assets/sale_video_062.mp4,Hook 62 for sale US,Sale 62,https://example.invalid/sale-us,approved,,acct_fixture_us,sales,reels,c9e0913472b1f27b,camp_sale_as_sale_us,hook_62,en,US,facebook,paid_social,camp_sale,cr_062_camp_sale_as_sale_us,as_sale_us,,new,synthetic_sheet,row_062,fixture_approver,2026-07-05
cr_063,camp_sale,as_sale_us,carousel,fixtures/fake_agency_creatives/assets/sale_carousel_063.jpg,Hook 63 for sale US,Sale 63,https://example.invalid/sale-us,pending,missing_approval,acct_fixture_us,sales,feed,abd9ce77d07f07b6,camp_sale_as_sale_us,hook_63,en,US,facebook,paid_social,camp_sale,cr_063_camp_sale_as_sale_us,as_sale_us,,new,synthetic_sheet,row_063,,
cr_064,camp_sale,as_sale_us,story,fixtures/fake_agency_creatives/assets/sale_story_064.jpg,Hook 64 for sale US,Sale 64,https://example.invalid/sale-us,approved,,acct_fixture_us,sales,story,31962f690f12fb22,camp_sale_as_sale_us,hook_64,en,US,facebook,paid_social,camp_sale,cr_064_camp_sale_as_sale_us,as_sale_us,,new,synthetic_sheet,row_064,fixture_approver,2026-07-05
cr_065,camp_sale,as_sale_us,image,fixtures/fake_agency_creatives/assets/sale_static_065.jpg,Hook 65 for sale US,Sale 65,https://example.invalid/sale-us,approved,naming_error,acct_fixture_us,sales,feed,645a1d65ff8a249b,camp_sale_as_sale_us,hook_65,en,US,facebook,paid_social,camp_sale,cr_065_camp_sale_as_sale_us,as_sale_us,,new,synthetic_sheet,row_065,fixture_approver,2026-07-05
cr_066,camp_sale,as_sale_us,video,fixtures/fake_agency_creatives/assets/sale_video_066.mp4,Hook 66 for sale US,Sale 66,https://example.invalid/sale-us,rejected,missing_approval,acct_fixture_us,sales,reels,2c32af61bc3f7ca8,camp_sale_as_sale_us,hook_66,en,US,facebook,paid_social,camp_sale,cr_066_camp_sale_as_sale_us,as_sale_us,,new,synthetic_sheet,row_066,,
cr_067,camp_sale,as_sale_us,image,fixtures/fake_agency_creatives/assets/sale_static_061.jpg,Hook 67 for sale US,Sale 67,https://example.invalid/sale-us,approved,duplicate_asset,acct_fixture_us,sales,feed,c65e313300a129bf,camp_sale_as_sale_us,hook_67,en,US,facebook,paid_social,camp_sale,cr_067_camp_sale_as_sale_us,as_sale_us,post_c65e313300,existing,synthetic_sheet,row_067,fixture_approver,2026-07-05
cr_068,camp_sale,as_sale_us,carousel,fixtures/fake_agency_creatives/assets/sale_carousel_068.jpg,Hook 68 for sale US,Sale 68,https://example.invalid/sale-alt,approved,destination_mismatch,acct_fixture_us,sales,feed,e928ebd52b54c8c3,camp_sale_as_sale_us,hook_68,en,US,facebook,paid_social,camp_sale,cr_068_camp_sale_as_sale_us,as_sale_us,,new,synthetic_sheet,row_068,fixture_approver,2026-07-05
cr_069,camp_sale,as_sale_us,story,fixtures/fake_agency_creatives/assets/sale_story_069.jpg,Hook 69 for sale US,Sale 69,https://example.invalid/sale-us,pending,missing_approval,acct_fixture_us,sales,story,ba8a5291e7cb4430,camp_sale_as_sale_us,hook_69,en,US,facebook,paid_social,camp_sale,cr_069_camp_sale_as_sale_us,as_sale_us,,new,synthetic_sheet,row_069,,
cr_070,camp_sale,as_sale_us,collection,fixtures/fake_agency_creatives/assets/sale_collection_070.jpg,Hook 70 for sale US,Sale 70,https://example.invalid/sale-us,approved,unsupported_format,acct_fixture_us,sales,feed,48850b26b0ffb58a,camp_sale_as_sale_us,hook_70,en,US,facebook,paid_social,camp_sale,cr_070_camp_sale_as_sale_us,as_sale_us,,new,synthetic_sheet,row_070,fixture_approver,2026-07-05
cr_071,camp_sale,as_sale_fr,image,fixtures/fake_agency_creatives/assets/sale_fr_static_071.jpg,Hook 71 for sale FR,Sale FR 71,https://example.invalid/sale-fr,approved,,acct_fixture_fr,sales,feed,55584a1515e57574,camp_sale_as_sale_fr,hook_71,fr,FR,facebook,paid_social,camp_sale,cr_071_camp_sale_as_sale_fr,as_sale_fr,,new,synthetic_sheet,row_071,fixture_approver,2026-07-05
cr_072,camp_sale,as_sale_fr,video,fixtures/fake_agency_creatives/assets/sale_fr_video_072.mp4,Hook 72 for sale FR,Sale FR 72,https://example.invalid/sale-fr,approved,,acct_fixture_fr,sales,reels,4294f7bda01f7bb2,camp_sale_as_sale_fr,hook_72,fr,FR,facebook,paid_social,camp_sale,cr_072_camp_sale_as_sale_fr,as_sale_fr,,new,synthetic_sheet,row_072,fixture_approver,2026-07-05
cr_073,camp_sale,as_sale_fr,carousel,fixtures/fake_agency_creatives/assets/sale_fr_carousel_073.jpg,Hook 73 for sale FR,Sale FR 73,https://example.invalid/sale-fr,pending,missing_approval,acct_fixture_fr,sales,feed,5a281ddf3c235b06,camp_sale_as_sale_fr,hook_73,fr,FR,facebook,paid_social,camp_sale,cr_073_camp_sale_as_sale_fr,as_sale_fr,,new,synthetic_sheet,row_073,,
cr_074,camp_sale,as_sale_fr,story,fixtures/fake_agency_creatives/assets/sale_fr_story_074.jpg,Hook 74 for sale FR,Sale FR 74,https://example.invalid/sale-fr,approved,,acct_fixture_fr,sales,story,efffbd70a9bec831,camp_sale_as_sale_fr,hook_74,fr,FR,facebook,paid_social,camp_sale,cr_074_camp_sale_as_sale_fr,as_sale_fr,,new,synthetic_sheet,row_074,fixture_approver,2026-07-05
cr_075,camp_sale,as_sale_fr,image,fixtures/fake_agency_creatives/assets/sale_fr_static_075.jpg,Hook 75 for sale FR,Sale FR 75,https://example.invalid/sale-fr,approved,naming_error,acct_fixture_fr,sales,feed,2c6ff9aeaac22af4,camp_sale_as_sale_fr,hook_75,fr,FR,facebook,paid_social,camp_sale,cr_075_camp_sale_as_sale_fr,as_sale_fr,,new,synthetic_sheet,row_075,fixture_approver,2026-07-05
cr_076,camp_sale,as_sale_fr,video,fixtures/fake_agency_creatives/assets/sale_fr_video_076.mp4,Hook 76 for sale FR,Sale FR 76,https://example.invalid/sale-fr,rejected,missing_approval,acct_fixture_fr,sales,reels,408d3ed0332a6714,camp_sale_as_sale_fr,hook_76,fr,FR,facebook,paid_social,camp_sale,cr_076_camp_sale_as_sale_fr,as_sale_fr,,new,synthetic_sheet,row_076,,
cr_077,camp_sale,as_sale_fr,image,fixtures/fake_agency_creatives/assets/sale_fr_static_071.jpg,Hook 77 for sale FR,Sale FR 77,https://example.invalid/sale-fr,approved,duplicate_asset,acct_fixture_fr,sales,feed,55584a1515e57574,camp_sale_as_sale_fr,hook_77,fr,FR,facebook,paid_social,camp_sale,cr_077_camp_sale_as_sale_fr,as_sale_fr,post_55584a1515,existing,synthetic_sheet,row_077,fixture_approver,2026-07-05
cr_078,camp_sale,as_sale_fr,carousel,fixtures/fake_agency_creatives/assets/sale_fr_carousel_078.jpg,Hook 78 for sale FR,Sale FR 78,https://example.invalid/sale-fr-alt,approved,destination_mismatch,acct_fixture_fr,sales,feed,a7b637427c691ab7,camp_sale_as_sale_fr,hook_78,fr,FR,facebook,paid_social,camp_sale,cr_078_camp_sale_as_sale_fr,as_sale_fr,,new,synthetic_sheet,row_078,fixture_approver,2026-07-05
cr_079,camp_sale,as_sale_fr,story,fixtures/fake_agency_creatives/assets/sale_fr_story_079.jpg,Hook 79 for sale FR,Sale FR 79,https://example.invalid/sale-fr,pending,missing_approval,acct_fixture_fr,sales,story,192f5fd1ac5f5978,camp_sale_as_sale_fr,hook_79,fr,FR,facebook,paid_social,camp_sale,cr_079_camp_sale_as_sale_fr,as_sale_fr,,new,synthetic_sheet,row_079,,
cr_080,camp_sale,as_sale_fr,collection,fixtures/fake_agency_creatives/assets/sale_fr_collection_080.jpg,Hook 80 for sale FR,Sale FR 80,https://example.invalid/sale-fr,approved,unsupported_format,acct_fixture_fr,sales,feed,4d990f477c5b019b,camp_sale_as_sale_fr,hook_80,fr,FR,facebook,paid_social,camp_sale,cr_080_camp_sale_as_sale_fr,as_sale_fr,,new,synthetic_sheet,row_080,fixture_approver,2026-07-05
cr_081,camp_sale,as_sale_ca,image,fixtures/fake_agency_creatives/assets/sale_ca_static_081.jpg,Hook 81 for sale CA,Sale CA 81,https://example.invalid/sale-ca,approved,,acct_fixture_ca,sales,feed,2c016cb9a799a029,camp_sale_as_sale_ca,hook_81,en,CA,facebook,paid_social,camp_sale,cr_081_camp_sale_as_sale_ca,as_sale_ca,,new,synthetic_sheet,row_081,fixture_approver,2026-07-05
cr_082,camp_sale,as_sale_ca,video,fixtures/fake_agency_creatives/assets/sale_ca_video_082.mp4,Hook 82 for sale CA,Sale CA 82,https://example.invalid/sale-ca,approved,,acct_fixture_ca,sales,reels,412cec04f1998c7c,camp_sale_as_sale_ca,hook_82,en,CA,facebook,paid_social,camp_sale,cr_082_camp_sale_as_sale_ca,as_sale_ca,,new,synthetic_sheet,row_082,fixture_approver,2026-07-05
cr_083,camp_sale,as_sale_ca,carousel,fixtures/fake_agency_creatives/assets/sale_ca_carousel_083.jpg,Hook 83 for sale CA,Sale CA 83,https://example.invalid/sale-ca,pending,missing_approval,acct_fixture_ca,sales,feed,06719259ceb9ab98,camp_sale_as_sale_ca,hook_83,en,CA,facebook,paid_social,camp_sale,cr_083_camp_sale_as_sale_ca,as_sale_ca,,new,synthetic_sheet,row_083,,
cr_084,camp_sale,as_sale_ca,story,fixtures/fake_agency_creatives/assets/sale_ca_story_084.jpg,Hook 84 for sale CA,Sale CA 84,https://example.invalid/sale-ca,approved,,acct_fixture_ca,sales,story,1eff289881eecc42,camp_sale_as_sale_ca,hook_84,en,CA,facebook,paid_social,camp_sale,cr_084_camp_sale_as_sale_ca,as_sale_ca,,new,synthetic_sheet,row_084,fixture_approver,2026-07-05
cr_085,camp_sale,as_sale_ca,image,fixtures/fake_agency_creatives/assets/sale_ca_static_085.jpg,Hook 85 for sale CA,Sale CA 85,https://example.invalid/sale-ca,approved,naming_error,acct_fixture_ca,sales,feed,63f65db1d8ee849a,camp_sale_as_sale_ca,hook_85,en,CA,facebook,paid_social,camp_sale,cr_085_camp_sale_as_sale_ca,as_sale_ca,,new,synthetic_sheet,row_085,fixture_approver,2026-07-05
cr_086,camp_sale,as_sale_ca,video,fixtures/fake_agency_creatives/assets/sale_ca_video_086.mp4,Hook 86 for sale CA,Sale CA 86,https://example.invalid/sale-ca,rejected,missing_approval,acct_fixture_ca,sales,reels,15721331fe31abf6,camp_sale_as_sale_ca,hook_86,en,CA,facebook,paid_social,camp_sale,cr_086_camp_sale_as_sale_ca,as_sale_ca,,new,synthetic_sheet,row_086,,
cr_087,camp_sale,as_sale_ca,image,fixtures/fake_agency_creatives/assets/sale_ca_static_081.jpg,Hook 87 for sale CA,Sale CA 87,https://example.invalid/sale-ca,approved,duplicate_asset,acct_fixture_ca,sales,feed,2c016cb9a799a029,camp_sale_as_sale_ca,hook_87,en,CA,facebook,paid_social,camp_sale,cr_087_camp_sale_as_sale_ca,as_sale_ca,post_2c016cb9a7,existing,synthetic_sheet,row_087,fixture_approver,2026-07-05
cr_088,camp_sale,as_sale_ca,carousel,fixtures/fake_agency_creatives/assets/sale_ca_carousel_088.jpg,Hook 88 for sale CA,Sale CA 88,https://example.invalid/sale-ca-alt,approved,destination_mismatch,acct_fixture_ca,sales,feed,abf7dfbbd2a97726,camp_sale_as_sale_ca,hook_88,en,CA,facebook,paid_social,camp_sale,cr_088_camp_sale_as_sale_ca,as_sale_ca,,new,synthetic_sheet,row_088,fixture_approver,2026-07-05
cr_089,camp_sale,as_sale_ca,story,fixtures/fake_agency_creatives/assets/sale_ca_story_089.jpg,Hook 89 for sale CA,Sale CA 89,https://example.invalid/sale-ca,pending,missing_approval,acct_fixture_ca,sales,story,43c2838f89a82031,camp_sale_as_sale_ca,hook_89,en,CA,facebook,paid_social,camp_sale,cr_089_camp_sale_as_sale_ca,as_sale_ca,,new,synthetic_sheet,row_089,,
cr_090,camp_sale,as_sale_ca,collection,fixtures/fake_agency_creatives/assets/sale_ca_collection_090.jpg,Hook 90 for sale CA,Sale CA 90,https://example.invalid/sale-ca,approved,unsupported_format,acct_fixture_ca,sales,feed,47f39dee8b610ea7,camp_sale_as_sale_ca,hook_90,en,CA,facebook,paid_social,camp_sale,cr_090_camp_sale_as_sale_ca,as_sale_ca,,new,synthetic_sheet,row_090,fixture_approver,2026-07-05
cr_091,camp_sale,as_sale_uk,image,fixtures/fake_agency_creatives/assets/sale_uk_static_091.jpg,Hook 91 for sale UK,Sale UK 91,https://example.invalid/sale-uk,approved,,acct_fixture_gb,sales,feed,d7b3ca7a63e08c59,camp_sale_as_sale_uk,hook_91,en,GB,facebook,paid_social,camp_sale,cr_091_camp_sale_as_sale_uk,as_sale_uk,,new,synthetic_sheet,row_091,fixture_approver,2026-07-05
cr_092,camp_sale,as_sale_uk,video,fixtures/fake_agency_creatives/assets/sale_uk_video_092.mp4,Hook 92 for sale UK,Sale UK 92,https://example.invalid/sale-uk,approved,,acct_fixture_gb,sales,reels,2e79c645dde779bd,camp_sale_as_sale_uk,hook_92,en,GB,facebook,paid_social,camp_sale,cr_092_camp_sale_as_sale_uk,as_sale_uk,,new,synthetic_sheet,row_092,fixture_approver,2026-07-05
cr_093,camp_sale,as_sale_uk,carousel,fixtures/fake_agency_creatives/assets/sale_uk_carousel_093.jpg,Hook 93 for sale UK,Sale UK 93,https://example.invalid/sale-uk,pending,missing_approval,acct_fixture_gb,sales,feed,4a84af88eb893785,camp_sale_as_sale_uk,hook_93,en,GB,facebook,paid_social,camp_sale,cr_093_camp_sale_as_sale_uk,as_sale_uk,,new,synthetic_sheet,row_093,,
cr_094,camp_sale,as_sale_uk,story,fixtures/fake_agency_creatives/assets/sale_uk_story_094.jpg,Hook 94 for sale UK,Sale UK 94,https://example.invalid/sale-uk,approved,,acct_fixture_gb,sales,story,e58b82db75382879,camp_sale_as_sale_uk,hook_94,en,GB,facebook,paid_social,camp_sale,cr_094_camp_sale_as_sale_uk,as_sale_uk,,new,synthetic_sheet,row_094,fixture_approver,2026-07-05
cr_095,camp_sale,as_sale_uk,image,fixtures/fake_agency_creatives/assets/sale_uk_static_095.jpg,Hook 95 for sale UK,Sale UK 95,https://example.invalid/sale-uk,approved,naming_error,acct_fixture_gb,sales,feed,a03ff11a86f550e5,camp_sale_as_sale_uk,hook_95,en,GB,facebook,paid_social,camp_sale,cr_095_camp_sale_as_sale_uk,as_sale_uk,,new,synthetic_sheet,row_095,fixture_approver,2026-07-05
cr_096,camp_sale,as_sale_uk,video,fixtures/fake_agency_creatives/assets/sale_uk_video_096.mp4,Hook 96 for sale UK,Sale UK 96,https://example.invalid/sale-uk,rejected,missing_approval,acct_fixture_gb,sales,reels,37e0c92e5c0b5327,camp_sale_as_sale_uk,hook_96,en,GB,facebook,paid_social,camp_sale,cr_096_camp_sale_as_sale_uk,as_sale_uk,,new,synthetic_sheet,row_096,,
cr_097,camp_sale,as_sale_uk,image,fixtures/fake_agency_creatives/assets/sale_uk_static_091.jpg,Hook 97 for sale UK,Sale UK 97,https://example.invalid/sale-uk,approved,duplicate_asset,acct_fixture_gb,sales,feed,d7b3ca7a63e08c59,camp_sale_as_sale_uk,hook_97,en,GB,facebook,paid_social,camp_sale,cr_097_camp_sale_as_sale_uk,as_sale_uk,post_d7b3ca7a63,existing,synthetic_sheet,row_097,fixture_approver,2026-07-05
cr_098,camp_sale,as_sale_uk,carousel,fixtures/fake_agency_creatives/assets/sale_uk_carousel_098.jpg,Hook 98 for sale UK,Sale UK 98,https://example.invalid/sale-uk-alt,approved,destination_mismatch,acct_fixture_gb,sales,feed,92d440bd3c83cfef,camp_sale_as_sale_uk,hook_98,en,GB,facebook,paid_social,camp_sale,cr_098_camp_sale_as_sale_uk,as_sale_uk,,new,synthetic_sheet,row_098,fixture_approver,2026-07-05
cr_099,camp_sale,as_sale_uk,story,fixtures/fake_agency_creatives/assets/sale_uk_story_099.jpg,Hook 99 for sale UK,Sale UK 99,https://example.invalid/sale-uk,pending,missing_approval,acct_fixture_gb,sales,story,233536bebb795ad2,camp_sale_as_sale_uk,hook_99,en,GB,facebook,paid_social,camp_sale,cr_099_camp_sale_as_sale_uk,as_sale_uk,,new,synthetic_sheet,row_099,,
cr_100,camp_sale,as_sale_uk,collection,fixtures/fake_agency_creatives/assets/sale_uk_collection_100.jpg,Hook 100 for sale UK,Sale UK 100,https://example.invalid/sale-uk,approved,unsupported_format,acct_fixture_gb,sales,feed,61f65737e32a6957,camp_sale_as_sale_uk,hook_100,en,GB,facebook,paid_social,camp_sale,cr_100_camp_sale_as_sale_uk,as_sale_uk,,new,synthetic_sheet,row_100,fixture_approver,2026-07-05
